COD_CURSO;COD_DISCIPLINA;COD_TURMA;PERIODO_IDEAL;NOME_DISCIPLINA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;NUM_SALA;NOME_DOCENTE
GEL;GELE7051;232289;4;CIRCUITOS ELÉTRICOS I;12;TER;10:40:00;12:20:00;E-210;ALINE GESUALDI MANHAES
GEL;GELE7051;232289;4;CIRCUITOS ELÉTRICOS I;12;SEX;08:55:00;12:20:00;D-224;THAYZA MARCELA VAN DER LAAN MELO
GEL;GELE7051;232289;4;CIRCUITOS ELÉTRICOS I;12;SEX;08:55:00;12:20:00;D-224;ALINE GESUALDI MANHAES
GELT;GELE7051;Esp Circ 1;4;CIRCUITOS ELÉTRICOS I;10;TER;07:00:00;08:45:00;E-210;ALINE GESUALDI MANHAES
GELT;GELE7051;Esp Circ 1;4;CIRCUITOS ELÉTRICOS I;10;SEX;08:55:00;12:20:00;CAMPIII203;ALINE GESUALDI MANHAES
GELT;GELE7051;332290;4;CIRCUITOS ELÉTRICOS I;12;SEG;10:40:00;12:20:00;E-210;ALINE GESUALDI MANHAES
GELT;GELE7051;332290;4;CIRCUITOS ELÉTRICOS I;12;SEG;10:40:00;12:20:00;E-210;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7051;332290;4;CIRCUITOS ELÉTRICOS I;12;SEX;08:55:00;12:20:00;D-224;ALINE GESUALDI MANHAES
GELT;GELE7051;332290;4;CIRCUITOS ELÉTRICOS I;12;SEX;08:55:00;12:20:00;D-224;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7051;530271;4;CIRCUITOS ELÉTRICOS I;7;SEG;08:55:00;10:35:00;E-210;ALINE GESUALDI MANHAES
GTEL;GELE7051;530271;4;CIRCUITOS ELÉTRICOS I;7;SEG;08:55:00;10:35:00;E-210;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7051;530271;4;CIRCUITOS ELÉTRICOS I;7;SEX;08:55:00;12:20:00;D-224;ALINE GESUALDI MANHAES
GTEL;GELE7051;530271;4;CIRCUITOS ELÉTRICOS I;7;SEX;08:55:00;12:20:00;D-224;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7061;654034;5;CIRCUITOS ELÉTRICOS II;16;QUI;09:45:00;11:30:00;E-210;ANA FLAVIA PEIXOTO DE CAMARGOS
GAUT;GELE7061;654034;5;CIRCUITOS ELÉTRICOS II;16;QUI;12:50:00;15:25:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GEL;GELE7061;242321;5;CIRCUITOS ELÉTRICOS II;15;TER;09:45:00;11:30:00;E-212;ARTHUR MASSARI FILHO
GEL;GELE7061;242321;5;CIRCUITOS ELÉTRICOS II;15;QUI;12:50:00;15:25:00;CAMPIII205;ARTHUR MASSARI FILHO
GELT;GELE7061;342322;5;CIRCUITOS ELÉTRICOS II;16;SEG;13:40:00;15:25:00;E-210;ANDERSON OLIVEIRA SILVA
GELT;GELE7061;342322;5;CIRCUITOS ELÉTRICOS II;16;SEG;13:40:00;15:25:00;E-210;ANA FLAVIA PEIXOTO DE CAMARGOS
GELT;GELE7061;342322;5;CIRCUITOS ELÉTRICOS II;16;QUI;12:50:00;15:25:00;H-102;ANDERSON OLIVEIRA SILVA
GELT;GELE7061;342322;5;CIRCUITOS ELÉTRICOS II;16;QUI;12:50:00;15:25:00;H-102;ANA FLAVIA PEIXOTO DE CAMARGOS
GTEL;GELE7061;540316;5;CIRCUITOS ELÉTRICOS II;10;TER;09:45:00;11:30:00;E-210;ARTHUR MASSARI FILHO
GTEL;GELE7061;540316;5;CIRCUITOS ELÉTRICOS II;10;QUI;12:50:00;15:25:00;CAMPIII205;ARTHUR MASSARI FILHO
GELT;GELE7362;300010;0;CIRCUITOS ELETRÔNICOS PARA ALTA FREQUÊNCIA;15;QUI;13:40:00;16:15:00;E 214;ANDERSON OLIVEIRA SILVA
GTEL;GELE7362;707362;0;CIRCUITOS ELETRÔNICOS PARA ALTA FREQUÊNCIA;2;QUI;13:40:00;16:15:00;E 214;ANDERSON OLIVEIRA SILVA
GELT;GELE7183;372555;8;CIRCUITOS INTEGRADOS;16;QUI;17:20:00;19:00:00;E110;VINICIUS COUTINHO DE OLIVEIRA
GELT;GELE7183;372555;8;CIRCUITOS INTEGRADOS;16;QUI;19:00:00;20:40:00;E110;VINICIUS COUTINHO DE OLIVEIRA
GADM;GADM1769;851769;6;COMÉRCIO EXTERIOR;55;SEX;18:10:00;20:40:00;E-307;LUIZ ROGERIO CORDEIRO DE OLIVEIRA
BCC;GCC1730;901730;7;COMPILADORES;40;QUA;14:35:00;16:15:00;P1-203;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
BCC;GCC1730;901730;7;COMPILADORES;40;SEX;16:30:00;18:10:00;P1-204;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
GADM;GADM1721;821721;2;COMPORTAMENTO ORGANIZACIONAL;60;QUI;09:45:00;12:20:00;D-226;CARMELITA SENO CARDEIRA ALVES
GMEC;GMEC7615;100003;0;COMPÓSITOS E ADESIVOS;20;TER;09:45:00;12:20:00;D-224;LAIS AMARAL ALVES
GAMB;GEAMB1105;162007;1;COMPUTAÇÃO;10;SEX;14:35:00;18:10:00;P1-103;CARLOS ODILON DE OLIVEIRA BARROS
GAUT;GEXT7401;651016;2;COMPUTAÇÃO;30;QUI;08:55:00;12:20:00;P1-104;CAROLINA DE LIMA AGUILAR
GCIV;GEXT7401;700009;2;COMPUTAÇÃO;30;SEG;14:35:00;18:10:00;P1-104;CARLOS ODILON DE OLIVEIRA BARROS
GEL;GEXT7401;212121;2;COMPUTAÇÃO;30;QUI;14:35:00;18:10:00;P1-201;CARLOS ODILON DE OLIVEIRA BARROS
GELT;GEXT7401;312121;2;COMPUTAÇÃO;30;SEG;08:55:00;12:20:00;P1-104;ALMIR SILVA DA SILVEIRA
GFIS;GEXT7401;227401-C;2;COMPUTAÇÃO;5;SEG;14:35:00;18:10:00;P1-104;CARLOS ODILON DE OLIVEIRA BARROS
GFIS;GEXT7401;227401-B;2;COMPUTAÇÃO;5;QUI;08:55:00;12:20:00;P1-104;CAROLINA DE LIMA AGUILAR
GFIS;GEXT7401;227401-A;2;COMPUTAÇÃO;5;QUI;14:35:00;18:10:00;P1-201;CARLOS ODILON DE OLIVEIRA BARROS
GMEC;GEXT7401;110230;2;COMPUTAÇÃO;30;TER;08:55:00;12:20:00;P1-104;ALMIR SILVA DA SILVEIRA
GPROD;GEXT7401;410054;2;COMPUTAÇÃO;30;QUI;07:00:00;10:35:00;P1-103;ALMIR SILVA DA SILVEIRA
GTEL;GEXT7401;510114;2;COMPUTAÇÃO;40;SEG;12:50:00;16:15:00;P1-201;ALMIR SILVA DA SILVEIRA
BCC;GCC1731;971731;7;COMPUTAÇÃO GRÁFICA;40;TER;18:10:00;21:30:00;P1-103;RENATO CAMPOS MAURO
GCIV;GCIV8502;740030;5;COMPUTAÇÃO GRÁFICA;40;TER;15:25:00;18:10:00;D-200;BERNARDO FARIA RICHTER
GADM;GADM1016MA;811717;1;COMUNICAÇÃO CORPORATIVA;5;TER;08:55:00;10:35:00;E-415;RENATA FARIA DOS SANTOS
GTEL;GELE7327;500011;10;COMUNICAÇÕES MÓVEIS;30;TER;15:25:00;18:10:00;E-401;RENATA BRAZ FALCAO DA COSTA
GTEL;GELE7208;500012;9;COMUNICAÇÕES ÓTICAS;20;QUA;14:35:00;18:10:00;E-202;CLAUDIA BARUCKE MARCONDES
GTEL;GELE7343;507343;8;COMUNICAÇÕES VIA SATÉLITE;30;TER;14:35:00;17:20:00;E-215;GILSON ALVES DE ALENCAR
BCC;GCC1735;901735;7;CONCEPÇÃO E ELABORAÇÃO DE PROJETO FINAL;50;;;;;JOEL ANDRE FERREIRA DOS SANTOS
GCIV;GCIV0830;790067;0;CONCRETO PROTENDIDO;30;TER;18:10:00;19:50:00;D-226;MARCOS ARAUJO BRAZ DE OLIVEIRA
GPROD;GPRO7831;450082;6;CONFIABILIDADE ESTRUTURAL;44;TER;09:45:00;12:20:00;E-301;JOSE LUIZ FERNANDES
GMEC;GMEC7105;170599;8;CONSTRUÇÃO DE MÁQUINAS;50;TER;18:10:00;21:30:00;D-310;JORGE LUIZ COUTINHO DINIZ
GADM;GADM1735;831736;3;CONTABILIDADE DE CUSTOS;55;QUI;12:50:00;16:15:00;E-313;ANDREA ALVES SILVEIRA MONTEIRO
GADM;GADM1014MA;811715;1;CONTABILIDADE GERAL;10;QUI;08:55:00;12:20:00;D-222;ANDREA ALVES SILVEIRA MONTEIRO
GPROD;GPRO7811;450085;6;CONTABILIDADE GERENCIAL;44;QUA;07:00:00;09:45:00;E-301;LICIA LAURA CRAVEIRO DE SOUZA QUEIROZ
GADM;GADM1775;871775;7;CONTROLADORIA E AUDITORIA;50;QUA;18:10:00;20:40:00;H-102;LUIZ ROGERIO CORDEIRO DE OLIVEIRA
GAMB;GEAMB1517;151517;5;CONTROLE DE POLUIÇÃO 1;30;SEX;18:10:00;21:30:00;B-211;HELENA RODRIGUES OLIVEIRA
GAMB;GEAMB1623;161623;6;CONTROLE DE POLUIÇÃO 2;40;QUI;15:25:00;19:00:00;E-209;ANDRE LEONE RIGUETTI
GAUT;GELE7191;657001;8;CONTROLE DIGITAL;30;SEG;17:20:00;19:50:00;E-201;LUIZ CARLOS CAMPOS PEDROZA
GAUT;GELE7374;680000;0;CONTROLE E AUTOMAÇÃO NAVAL E OFFSHORE;15;QUA;10:40:00;12:20:00;E-307;ALEXANDRE ALVES SANTIAGO
GAUT;GELE7374;680000;0;CONTROLE E AUTOMAÇÃO NAVAL E OFFSHORE;15;QUI;07:50:00;09:45:00;E-301;ALEXANDRE ALVES SANTIAGO
GMEC;GELE7374;190601;0;CONTROLE E AUTOMAÇÃO NAVAL E OFFSHORE;15;QUA;10:40:00;12:20:00;E-307;ALEXANDRE ALVES SANTIAGO
GMEC;GELE7374;190601;0;CONTROLE E AUTOMAÇÃO NAVAL E OFFSHORE;15;QUI;07:50:00;09:45:00;E-301;ALEXANDRE ALVES SANTIAGO
GAUT;GELE7332;657003;8;CONTROLE NÃO-LINEAR;20;TER;14:35:00;17:20:00;PAV5 M7;PEDRO PABLO RIASCOS HENAO
GAUT;GELE7336;658002;9;CONTROLE ROBUSTO E ADAPTATIVO;30;SEG;18:10:00;20:40:00;D-314;ROBERTO ADES
GAUT;GELE7181;656003;7;CONTROLES E SERVOMECANISMO II;20;TER;12:50:00;14:30:00;E-305;LUIZ CARLOS CAMPOS PEDROZA
GAUT;GELE7181;656003;7;CONTROLES E SERVOMECANISMO II;20;TER;14:35:00;16:15:00;E-305;LUIZ CARLOS CAMPOS PEDROZA
GEL;GELE7181;272547;7;CONTROLES E SERVOMECANISMO II;25;TER;12:50:00;14:30:00;E-305;LUIZ CARLOS CAMPOS PEDROZA
GEL;GELE7181;272547;7;CONTROLES E SERVOMECANISMO II;25;TER;14:35:00;16:15:00;E-305;LUIZ CARLOS CAMPOS PEDROZA
GELT;GELE7181;362559;7;CONTROLES E SERVOMECANISMO II;20;TER;12:50:00;14:30:00;E 214;MILENA FARIA PINTO
GELT;GELE7181;362559;7;CONTROLES E SERVOMECANISMO II;20;TER;14:35:00;16:15:00;E 214;MILENA FARIA PINTO
GAUT;GELE7171;655042;6;CONTROLES E SERVOMECANISMOS I;30;SEG;12:50:00;14:30:00;E-201;LUIZ CARLOS CAMPOS PEDROZA
GAUT;GELE7171;655042;6;CONTROLES E SERVOMECANISMOS I;30;SEG;14:35:00;16:15:00;E-201;LUIZ CARLOS CAMPOS PEDROZA
GEL;GELE7171;252480;6;CONTROLES E SERVOMECANISMOS I;30;SEG;12:50:00;14:30:00;E-201;LUIZ CARLOS CAMPOS PEDROZA
GEL;GELE7171;252480;6;CONTROLES E SERVOMECANISMOS I;30;SEG;14:35:00;16:15:00;E-201;LUIZ CARLOS CAMPOS PEDROZA
GELT;GELE7171;352480;6;CONTROLES E SERVOMECANISMOS I;25;SEG;12:50:00;14:30:00;PAV5 M6;ROBERTO ADES
GELT;GELE7171;352480;6;CONTROLES E SERVOMECANISMOS I;25;SEG;14:35:00;16:15:00;PAV5 M6;ROBERTO ADES
GTEL;GELE7171;550481;6;CONTROLES E SERVOMECANISMOS I;20;SEG;12:50:00;14:30:00;PAV5 M6;ROBERTO ADES
GTEL;GELE7171;550481;6;CONTROLES E SERVOMECANISMOS I;20;SEG;14:35:00;16:15:00;PAV5 M6;ROBERTO ADES
GAUT;GELE7064;655040;8;CONVERSÃO DE ENERGIA I;30;SEG;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GAUT;GELE7064;655040;8;CONVERSÃO DE ENERGIA I;30;QUA;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GEL;GELE7064;252438;6;CONVERSÃO DE ENERGIA I;50;QUA;12:50:00;14:30:00;H-104;JOAO AMIN MOOR NETO
GEL;GELE7064;252438;6;CONVERSÃO DE ENERGIA I;50;SEX;14:35:00;16:15:00;Q. energia;JOAO AMIN MOOR NETO
GELT;GELE7064;362558;8;CONVERSÃO DE ENERGIA I;25;SEG;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GELT;GELE7064;362558;8;CONVERSÃO DE ENERGIA I;25;QUA;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GTEL;GELE7064;560477;8;CONVERSÃO DE ENERGIA I;50;SEG;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GTEL;GELE7064;560477;8;CONVERSÃO DE ENERGIA I;50;QUA;12:50:00;14:30:00;H-104;ARTHUR MASSARI FILHO
GEL;GELE7074;282700;7;CONVERSÃO DE ENERGIA II;50;QUA;14:35:00;16:15:00;PAV5 M7;JOAO AMIN MOOR NETO
GEL;GELE7074;282700;7;CONVERSÃO DE ENERGIA II;50;QUA;14:35:00;16:15:00;PAV5 M7;JULIO CESAR DE CARVALHO FERREIRA
GEL;GELE7074;282700;7;CONVERSÃO DE ENERGIA II;50;TER;16:30:00;18:10:00;E-313;JULIO CESAR DE CARVALHO FERREIRA
GEL;GELE7074;282700;7;CONVERSÃO DE ENERGIA II;50;TER;16:30:00;18:10:00;E-313;JOAO AMIN MOOR NETO
GEL;GELE7063;252420;6;CORRENTE ALTERNADA I;30;TER;19:00:00;21:30:00;D-318;THOMAS MOREIRA CAMPELLO
GEL;GELE7075;262503;7;CORRENTE ALTERNADA II;50;QUI;19:00:00;20:40:00;D-318;THOMAS MOREIRA CAMPELLO
GEL;GELE7075;262503;7;CORRENTE ALTERNADA II;50;QUI;20:40:00;22:20:00;CAMPIII205;THOMAS MOREIRA CAMPELLO
GCIV;GCIV0801;700801;0;CORROSÃO;30;SEG;16:30:00;18:10:00;CAMPIII204;AMARO FRANCISCO CODA DOS SANTOS
GMEC;GMEC7624;190611;0;CORROSÃO;20;SEG;07:00:00;09:45:00;B-211;HUMBERTO NOGUEIRA FARNEZE
GLEA;GLEA2014MA;011060;0;CULTURA, SOCIEDADE E POLÍTICAS SOCIAIS NA AMÉRICA LATINA ECARIBE;15;QUA;12:50:00;14:30:00;CAMPIII205;NADSON NEI DA SILVA DE SOUZA
GLEA;GLEA1854;011854;5;CULTURAS FRANCÓFONAS;40;TER;07:00:00;08:40:00;B-211;GILEADE PEREIRA DE GODOI
GPROD;GPRO7806;460096;7;CUSTOS INDUSTRIAIS;44;SEX;07:00:00;09:45:00;E-305;LICIA LAURA CRAVEIRO DE SOUZA QUEIROZ
GAMB;GEAMB1101;162003;1;DESENHO;10;SEG;16:30:00;19:50:00;E-318;ANNA PAULA BOURDON
GAUT;GDES7001;650001;1;DESENHO;8;QUI;12:50:00;16:15:00;E-318;CRISTIANE MARIA BASTO BACALTCHUK
GCIV;GCIV8103;700010;1;DESENHO;10;SEG;16:30:00;18:10:00;E-308;NATALIA PUJOL PACHECO SILVEIRA
GCIV;GCIV8103;700010;1;DESENHO;10;TER;16:30:00;18:10:00;E-308;NATALIA PUJOL PACHECO SILVEIRA
GEL;GCAP1002MA;201024;1;DESENHO;8;TER;12:50:00;16:15:00;E-308;GILBERTO ALEXANDRE CASTELLO BRANCO
GELT;GDES7001;301024;1;DESENHO;8;TER;12:50:00;16:15:00;E-318;CRISTIANE MARIA BASTO BACALTCHUK
GMEC;GCAP1002MA;101020;1;DESENHO;20;TER;08:55:00;12:20:00;E-318;CRISTIANE MARIA BASTO BACALTCHUK
GMEC;GCAP1002MA;101023;1;DESENHO;0;TER;08:55:00;12:20:00;E-318;CHRISTIAN NOLTE
GPROD;GCAP1002MA;417001;1;DESENHO;20;QUI;08:55:00;12:20:00;E-308;CRISTIANE MARIA BASTO BACALTCHUK
GPROD;GCAP1002MA;410006;1;DESENHO;0;QUI;08:55:00;12:20:00;E-318;CHRISTIAN NOLTE
GTEL;GCAP1002MA;501023;1;DESENHO;8;QUI;12:50:00;16:15:00;E-308;GILBERTO ALEXANDRE CASTELLO BRANCO
GMEC;GDES7201;140414;6;DESENHO DE MÁQUINAS;28;SEG;09:45:00;12:20:00;E-308;LEYDERVAN DE SOUZA XAVIER
GMEC;GDES7201;101025;6;DESENHO DE MÁQUINAS;28;SEG;09:45:00;12:20:00;E-318;RICARDO ALEXANDRE AMAR DE AGUIAR
GAMB;GEAMB1208;121208;2;DESENHO TÉCNICO;40;QUA;12:50:00;15:25:00;D-226;JAQUELINE MARIA RIBEIRO VIEIRA
GCIV;GCIV8202;710008;2;DESENHO TÉCNICO;45;SEG;18:10:00;20:40:00;E-308;BERNARDO FARIA RICHTER
GAUT;GDES7002;653024;5;DESENHO TÉCNICO I;28;SEG;12:50:00;15:25:00;E-308;GILBERTO ALEXANDRE CASTELLO BRANCO
GEL;GDES7002;232254;5;DESENHO TÉCNICO I;28;SEG;12:50:00;15:25:00;E-318;HECTOR REYNALDO MENESES COSTA
GELT;GDES7002;332254;5;DESENHO TÉCNICO I;28;QUA;12:50:00;15:25:00;E-318;RICARDO ALEXANDRE AMAR DE AGUIAR
GMEC;GDES7002;130370;4;DESENHO TÉCNICO I;28;QUA;09:45:00;12:20:00;E-308;RICARDO ALEXANDRE AMAR DE AGUIAR
GMEC;GDES7002;101026;4;DESENHO TÉCNICO I;28;QUA;09:45:00;12:20:00;E-318;LEYDERVAN DE SOUZA XAVIER
GPROD;GDES7002;430073;4;DESENHO TÉCNICO I;28;SEX;09:45:00;12:20:00;E-308;CHRISTIAN NOLTE
GTEL;GDES7002;530301;5;DESENHO TÉCNICO I;28;QUA;12:50:00;15:25:00;E-308;HECTOR REYNALDO MENESES COSTA
GEL;GDES7101;232255;5;DESENHO TÉCNICO II;20;QUI;18:10:00;20:40:00;E-306;YAN RICARDO DAMASCENO RANGEL
GADM;GPRO7844;890010;0;DESENVOLVIMENTO DE EMBALAGENS;5;QUI;09:45:00;12:20:00;E-307;BERNARDO JOSE LIMA GOMES
GAMB;GPRO7844;107844;0;DESENVOLVIMENTO DE EMBALAGENS;5;QUI;09:45:00;12:20:00;H-105;BERNARDO JOSE LIMA GOMES
GMEC;GPRO7844;190602;0;DESENVOLVIMENTO DE EMBALAGENS;5;QUI;09:45:00;12:20:00;E-307;BERNARDO JOSE LIMA GOMES
GPROD;GPRO7844;407844;0;DESENVOLVIMENTO DE EMBALAGENS;15;QUI;09:45:00;12:20:00;E-307;BERNARDO JOSE LIMA GOMES
GMEC;GMEC7002;130337;4;DINÂMICA;50;SEG;07:00:00;08:40:00;E-415;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GMEC;GMEC7002;130337;4;DINÂMICA;50;TER;08:55:00;10:35:00;E-303;PAULO CESAR DA CAMARA MONTEIRO JUNIOR
GMEC;GMEC7102;150511;6;DINÂMICA DAS MÁQUINAS;50;QUI;18:10:00;20:40:00;D-310;FERNANDO RIBEIRO DA SILVA
GADM;GADM1015MA;811716;1;DIREITO I;5;QUA;07:50:00;10:35:00;D-222;ANDREZZA MENEZES COSTA
GADM;GADM1767;851767;6;DIREITO II;55;QUI;17:20:00;19:50:00;H-105;DANILO JUNIOR DE OLIVEIRA
GLEA;GLEA1036MA;011836;3;DIREITO INTERNACIONAL PÚBLICO;40;SEX;09:45:00;12:20:00;I-104;ANDREZZA MENEZES COSTA
GELT;GELE7322;382564;9;DISPOSITIVOS REPROGRAMÁVEIS;16;QUI;07:00:00;07:50:00;E 214;ANDRE LUIS COSTA CANELLA
GELT;GELE7322;382564;9;DISPOSITIVOS REPROGRAMÁVEIS;16;QUI;07:50:00;09:45:00;E 214;ANDRE LUIS COSTA CANELLA
GEL;GELE7375;282559;9;DISTRIBUIÇÃO DE ENERGIA;20;SEG;18:10:00;19:50:00;D-226;MARCELO NESCI SOARES
GEL;GELE7375;282559;9;DISTRIBUIÇÃO DE ENERGIA;20;QUI;16:30:00;18:10:00;Pav. VI 01;MARCELO NESCI SOARES
GAMB;GEAMB1207;121207;2;ECOLOGIA GERAL;40;SEG;14:35:00;16:15:00;E-301;MARCELO BORGES ROCHA
GAUT;GEDA7101;658005;9;ECONOMIA;15;SEG;15:25:00;17:20:00;E-305;MARCELO SAMPAIO DIAS MACIEL
GCIV;GCIV8401;730025;4;ECONOMIA;45;SEG;13:40:00;15:25:00;B-211;MARCELO SAMPAIO DIAS MACIEL
GEL;GEDA7101;272554;9;ECONOMIA;15;SEG;15:25:00;17:20:00;E-305;MARCELO SAMPAIO DIAS MACIEL
GELT;GEDA7101;372554;9;ECONOMIA;15;SEG;15:25:00;17:20:00;E-305;MARCELO SAMPAIO DIAS MACIEL
GMEC;GEDA7101;120304;3;ECONOMIA;50;QUA;08:55:00;10:35:00;D-226;MARCELO SAMPAIO DIAS MACIEL
GTEL;GEDA7101;570532;9;ECONOMIA;15;SEG;15:25:00;17:20:00;E-305;MARCELO SAMPAIO DIAS MACIEL
GLEA;GLEA1859;011857;5;ECONOMIA POLÍTICA INTERNACIONAL;40;SEX;09:45:00;12:20:00;E-209;TAMIRES MARIA ALVES
GLEA;GLEA1859;011857;5;ECONOMIA POLÍTICA INTERNACIONAL;40;SEX;09:45:00;12:20:00;E-209;FELIPE VIDAL BENVENUTO ALBERTO
BCC;GCC1841;981841;8;ELABORAÇÃO E CONSTRUÇÃO DE PROJETO FINAL;50;;;;;JOEL ANDRE FERREIRA DOS SANTOS
GMEC;GMEC7103;140457;6;ELEMENTOS DE MÁQUINAS I;50;TER;08:55:00;10:35:00;E-405;PAULO PEDRO KENEDI
GMEC;GMEC7103;140457;6;ELEMENTOS DE MÁQUINAS I;50;QUI;08:55:00;10:35:00;E-209;PAULO PEDRO KENEDI
GMEC;GMEC7104;170301;7;ELEMENTOS DE MÁQUINAS II;50;SEG;07:00:00;08:40:00;E-403;FELIPE DO CARMO AMORIM
GMEC;GMEC7104;170301;7;ELEMENTOS DE MÁQUINAS II;50;SEG;08:55:00;10:35:00;E-403;FELIPE DO CARMO AMORIM
GMEC;GELE7043;170300;7;ELETRICIDADE APLICADA;50;SEG;12:50:00;14:30:00;H-104;
GMEC;GELE7043;170300;7;ELETRICIDADE APLICADA;50;QUA;12:50:00;14:30:00;H-102;
GAMB;GEXT7003;137312;3;ELETRICIDADE BÁSICA;20;SEG;12:50:00;15:25:00;H-103;CAROLINA VANNIER DOS SANTOS BORGES
GAMB;GEXT7003;137312;3;ELETRICIDADE BÁSICA;20;SEX;12:50:00;14:30:00;H-103;CAROLINA VANNIER DOS SANTOS BORGES
GAUT;GEXT7003;652019;3;ELETRICIDADE BÁSICA;14;QUA;12:50:00;15:25:00;H-103;RICARDO CARDOSO PASQUALI
GAUT;GEXT7003;652019;3;ELETRICIDADE BÁSICA;14;SEX;14:35:00;16:15:00;E-307;RICARDO CARDOSO PASQUALI
GCIV;GEXT7003;720013;3;ELETRICIDADE BÁSICA;30;SEG;12:50:00;15:25:00;H-103;CAROLINA VANNIER DOS SANTOS BORGES
GCIV;GEXT7003;720013;3;ELETRICIDADE BÁSICA;30;SEX;12:50:00;14:30:00;H-103;CAROLINA VANNIER DOS SANTOS BORGES
GEL;GEXT7003;222180;3;ELETRICIDADE BÁSICA;15;QUA;12:50:00;15:25:00;H-103;RICARDO CARDOSO PASQUALI
GEL;GEXT7003;222180;3;ELETRICIDADE BÁSICA;15;SEX;14:35:00;16:15:00;E-307;RICARDO CARDOSO PASQUALI
GELT;GEXT7003;322180;3;ELETRICIDADE BÁSICA;14;QUA;12:50:00;15:25:00;H-103;RICARDO CARDOSO PASQUALI
GELT;GEXT7003;322180;3;ELETRICIDADE BÁSICA;14;SEX;14:35:00;16:15:00;E-307;RICARDO CARDOSO PASQUALI
GMEC;GEXT7003;120303;3;ELETRICIDADE BÁSICA;50;TER;07:00:00;09:45:00;D-224;ANTONIO JOSE SOARES MADEIRA DOMINGUES
GMEC;GEXT7003;120303;3;ELETRICIDADE BÁSICA;50;QUA;10:40:00;12:20:00;E-303;ANTONIO JOSE SOARES MADEIRA DOMINGUES
GPROD;GEXT7003;420063;3;ELETRICIDADE BÁSICA;50;QUI;08:55:00;10:35:00;H-103;SHEILA CRISTINA RIBEIRO REGO
GPROD;GEXT7003;420063;3;ELETRICIDADE BÁSICA;50;SEG;09:45:00;12:20:00;E-307;SHEILA CRISTINA RIBEIRO REGO
GTEL;GEXT7003;520203;3;ELETRICIDADE BÁSICA;14;QUA;12:50:00;15:25:00;H-103;RICARDO CARDOSO PASQUALI
GTEL;GEXT7003;520203;3;ELETRICIDADE BÁSICA;14;SEX;14:35:00;16:15:00;E-307;RICARDO CARDOSO PASQUALI
GPROD;GELE7178;430072;4;ELETRICIDADE/ELETRÔNICA;50;QUA;11:30:00;13:40:00;E-212;MAURO SANDRO DOS REIS
GPROD;GELE7178;430072;4;ELETRICIDADE/ELETRÔNICA;50;QUA;08:55:00;11:30:00;D-224;MAURO SANDRO DOS REIS
GAUT;GELE7052;655050;6;ELETROMAGNETISMO I;15;SEG;16:30:00;19:00:00;H-103;MARIA APARECIDA GONCALVES MARTINEZ
GEL;GELE7052;242330;5;ELETROMAGNETISMO I;15;SEG;16:30:00;19:00:00;H-103;MARIA APARECIDA GONCALVES MARTINEZ
GELT;GELE7052;352411;6;ELETROMAGNETISMO I;15;SEG;16:30:00;19:00:00;H-103;MARIA APARECIDA GONCALVES MARTINEZ
GFIS;GFIS8504;220007;5;ELETROMAGNETISMO I;20;QUI;14:35:00;16:15:00;E-415;NELSON LUIZ PANZA PEREIRA DA SILVA
GFIS;GFIS8504;220007;5;ELETROMAGNETISMO I;20;TER;14:35:00;16:15:00;E-415;NELSON LUIZ PANZA PEREIRA DA SILVA
GTEL;GELE7052;550404;6;ELETROMAGNETISMO I;15;SEG;16:30:00;19:00:00;H-103;MARIA APARECIDA GONCALVES MARTINEZ
GAUT;GELE7062;656002;7;ELETROMAGNETISMO II;15;TER;16:30:00;19:00:00;H-104;ANDERSON OLIVEIRA SILVA
GEL;GELE7062;252411;6;ELETROMAGNETISMO II;15;TER;16:30:00;19:00:00;H-104;ANDERSON OLIVEIRA SILVA
GELT;GELE7062;362552;7;ELETROMAGNETISMO II;15;TER;16:30:00;19:00:00;H-104;ANDERSON OLIVEIRA SILVA
GTEL;GELE7062;562552;7;ELETROMAGNETISMO II;15;TER;16:30:00;19:00:00;H-104;ANDERSON OLIVEIRA SILVA
GAUT;GELE7163;653034;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;LUCIANA FALETTI ALMEIDA
GAUT;GELE7163;653034;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7163;653034;4;ELETRÔNICA DIGITAL;15;QUI;12:50:00;14:30:00;E-212;LUCIANA FALETTI ALMEIDA
