COD_CURSO;COD_DISCIPLINA;COD_TURMA;PERIODO_IDEAL;NOME_DISCIPLINA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;NUM_SALA;NOME_DOCENTE
GLEA;GLEA1017MA;011817;1;FORMAÇÃO DA SOCIEDADE BRASILEIRA;5;TER;10:40:00;12:20:00;E-415;HENRIQUE RESTIER DA COSTA SOUZA
GCIV;GCIV8808;770017;8;FUNDAÇÕES;45;QUI;19:50:00;21:30:00;D-224;JULIANO DE LIMA
GCIV;GCIV0836;790009;0;FUNDAÇÕES ESPECIAIS;30;QUA;19:00:00;20:40:00;D-326;JULIANO DE LIMA
GLEA;GLEA1025MA;011820;2;FUNDAMENTOS DE CIÊNCIA POLÍTICA;45;QUA;10:40:00;12:20:00;CAMPIII206;HENRIQUE RESTIER DA COSTA SOUZA
GTEL;GELE7911;500020;0;FUNDAMENTOS DE COMPUTAÇÃO E INFORMAÇÃO QUÂNTICAS;50;QUI;16:30:00;18:10:00;E-202;JOAO TERENCIO DIAS
GCIV;GCIV8301;720015;3;FUNDAMENTOS DE DESENHO DE PROJETOS;40;TER;18:10:00;20:40:00;D-214;BERNARDO FARIA RICHTER
GAMB;GEDA7004;147004;4;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;30;QUI;12:50:00;15:25:00;CAMPIII206;JOSE MAURICIO DE AZEVEDO CARDOSO
GAUT;GEDA7004;652021;3;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;20;TER;09:45:00;12:20:00;H-102;MARCELO DE SOUSA NOGUEIRA
GCIV;GCIV8407;730018;4;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;45;QUA;17:20:00;19:00:00;D-218;CARLOS ALEXANDRE DE SOUZA E SILVA
GEL;GEDA7004;222237;3;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;22;TER;09:45:00;12:20:00;H-102;MARCELO DE SOUSA NOGUEIRA
GELT;GEDA7004;322237;3;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;26;TER;09:45:00;12:20:00;H-102;MARCELO DE SOUSA NOGUEIRA
GMEC;GEDA7004;170304;7;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;20;TER;07:00:00;09:45:00;H-105;BERNARDO JOSE LIMA GOMES
GMEC;GEDA7004;170304;7;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;20;TER;07:00:00;09:45:00;H-105;LAIS AMARAL ALVES
GPROD;GEDA7004;450089;6;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;30;TER;07:00:00;09:45:00;H-105;BERNARDO JOSE LIMA GOMES
GTEL;GEDA7004;520220;3;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;40;TER;09:45:00;12:20:00;H-102;MARCELO DE SOUSA NOGUEIRA
BCC;GADM1722;990001;0;FUNDAMENTOS DE MARKETING;5;SEG;08:55:00;12:20:00;H-103;PAULO HENRIQUE PINHO DE OLIVEIRA
GADM;GADM1722;821722;2;FUNDAMENTOS DE MARKETING;42;SEG;08:55:00;12:20:00;H-103;PAULO HENRIQUE PINHO DE OLIVEIRA
GAMB;GEAMB1731;171731;7;FUNDAMENTOS DE PROCESSOS INDUSTRIAIS;30;QUA;15:25:00;18:10:00;D-226;ANDRE LEONE RIGUETTI
BCC;GCC1310;930003;3;FUNDAMENTOS DE REDES DE COMPUTADORES;40;TER;18:10:00;21:30:00;P1-102;CELSO AFONSO PINTO
GFIS;GCC1310;220008;0;FUNDAMENTOS DE REDES DE COMPUTADORES;3;TER;18:10:00;21:30:00;P1-104;ALMIR SILVA DA SILVEIRA
GAMB;GEAMB1413;141413;4;GEOLOGIA;30;SEG;16:30:00;19:00:00;E-209;JUAN FELIPPE SANTIAGO DE VASCONCELLOS
GFIS;GEAMB1413;239007;0;GEOLOGIA;5;SEG;16:30:00;19:00:00;E-209;JUAN FELIPPE SANTIAGO DE VASCONCELLOS
GCIV;GCIV8503;740029-B;5;GEOTECNIA;30;SAB;08:55:00;11:30:00;D-214;JULIANO DE LIMA
GCIV;GCIV8503;740029-A;5;GEOTECNIA;45;QUI;17:20:00;19:50:00;D-222;JULIANO DE LIMA
GEL;GELE7310;292571;10;GERAÇÃO;50;SEX;19:00:00;21:30:00;E-301;YAN RICARDO DAMASCENO RANGEL
BCC;GCC1414;969696;4;GERÊNCIA DE PROJETOS DE TECNOLOGIA DA INFORMAÇÃO;40;SEG;18:10:00;21:30:00;P1-102;DIOGO SILVEIRA MENDONCA
GAMB;GEAMB1942;190012;0;GERENCIAMENTO DE ÁREAS CONTAMINADAS;20;SEG;19:00:00;21:30:00;E-405;JUAN FELIPPE SANTIAGO DE VASCONCELLOS
GADM;GADM1754;851754;5;GERENCIAMENTO DE PROJETOS;55;QUI;15:25:00;18:10:00;E-401;FERNANDO RAMOS CORREA
GCIV;GCIV0833;790007;0;GERENCIAMENTO ESTRATÉGICO DA FISCALIZAÇÃO E OPERAÇÃO DE TRÂNSITO;20;TER;16:30:00;18:10:00;D-224;LUIZ AFONSO PENHA DE SOUSA
GADM;GADM1758;851758;5;GESTÃO AMBIENTAL;55;SEG;15:25:00;18:10:00;CAMPIII201;ALINE GUIMARAES MONTEIRO TRIGO
GPROD;GPRO7825;460097;7;GESTÃO AMBIENTAL;40;QUA;09:45:00;12:20:00;E-301;PAULA MICHELLE PURCIDONIO
GAMB;GEAMB1939;190001;9;GESTÃO AMBIENTAL 1;40;QUA;18:10:00;21:30:00;E-405;JAQUELINE MARIA RIBEIRO VIEIRA
GFIS;GEAMB1939;239008;0;GESTÃO AMBIENTAL 1;5;QUA;18:10:00;21:30:00;E-405;JAQUELINE MARIA RIBEIRO VIEIRA
GAMB;GEAMB1042;190005;10;GESTÃO AMBIENTAL 2;20;SEG;18:10:00;21:30:00;D-310;ALINE GUIMARAES MONTEIRO TRIGO
GCIV;GCIV8905;780021;9;GESTÃO AMBIENTAL I;45;SEG;17:20:00;19:50:00;E-401;MARCELO DE JESUS RODRIGUES DA NOBREGA
GCIV;GCIV8001;780024;10;GESTÃO AMBIENTAL II;40;SEX;15:25:00;18:10:00;D-226;ANDREA SOUSA DA CUNHA FERNANDES
GPROD;GPRO7804;450083;5;GESTÃO DA INFORMAÇÃO I;40;SEX;09:45:00;12:20:00;E-313;MARIA CLARA LIPPI
BCC;GADM1731;990004;0;GESTÃO DA INOVAÇÃO;5;SEX;15:25:00;18:10:00;E-415;ALEXANDRE BARBOSA MARQUES
GADM;GADM1731;831731;3;GESTÃO DA INOVAÇÃO;55;SEX;15:25:00;18:10:00;E-415;ALEXANDRE BARBOSA MARQUES
GPROD;GPRO7812;460094;7;GESTÃO DA MANUTENÇÃO;40;QUI;09:45:00;12:20:00;E-305;LEYDERVAN DE SOUZA XAVIER
GAMB;GEAMB1515;151515;5;GESTÃO DA QUALIDADE;30;TER;12:50:00;15:25:00;H-105;PEDRO SENNA VIEIRA
GCIV;GCIV8404;755330;4;GESTÃO DA QUALIDADE;40;SEX;13:40:00;15:25:00;D-226;ANDREA SOUSA DA CUNHA FERNANDES
GPROD;GPRO7757;450088;6;GESTÃO DA QUALIDADE;44;SEG;09:45:00;12:20:00;E-415;PAULA MICHELLE PURCIDONIO
BCC;GADM1747;990006;0;GESTÃO DE PESSOAS I;5;QUA;14:35:00;18:10:00;H-101;URSULA GOMES ROSA MARUYAMA
GADM;GADM1747;841747;4;GESTÃO DE PESSOAS I;50;QUA;14:35:00;18:10:00;H-101;URSULA GOMES ROSA MARUYAMA
GADM;GADM1757;851757;5;GESTÃO DE PESSOAS II;55;TER;15:25:00;18:10:00;E-405;MIRIAM CARMEN MACIEL DA NOBREGA PACHECO
GPROD;GPRO7803;470098;8;GESTÃO DE PROJETOS;40;SEX;09:45:00;12:20:00;E-405;JOSE LUIZ FERNANDES
BCC;GADM1768;990008;0;GESTÃO DE SAÚDE E SEGURANÇA;5;TER;19:50:00;22:20:00;H-105;ALEXANDRE ALI GUIMARAES
GADM;GADM1768;851768;6;GESTÃO DE SAÚDE E SEGURANÇA;50;TER;19:50:00;22:20:00;H-105;ALEXANDRE ALI GUIMARAES
GADM;GADM1741;841741;4;GESTÃO EMPREENDEDORA;55;TER;12:50:00;15:25:00;D-224;URSULA GOMES ROSA MARUYAMA
GPROD;GPRO7815;490018;8;GESTÃO EMPREENDEDORA;40;SEG;17:20:00;19:50:00;E-313;RAFAEL PAIM CUNHA SANTOS
GLEA;GLEA1034MA;011838;3;GESTÃO ESTRATÉGICA;40;TER;10:40:00;12:20:00;E-401;YANA TORRES DE MAGALHAES
GLEA;GLEA1034MA;011838;3;GESTÃO ESTRATÉGICA;40;QUA;08:55:00;10:35:00;B-211;YANA TORRES DE MAGALHAES
GPROD;GPRO7741;470093;9;GESTÃO ESTRATÉGICA;40;SEG;17:20:00;19:50:00;E-303;AUGUSTO DA CUNHA REIS
BCC;GADM1759;990007;0;GESTÃO ESTRATÉGICA DA INFORMAÇÃO;5;QUA;15:25:00;18:10:00;CAMPIII203;MARCELO DE SOUSA NOGUEIRA
GADM;GADM1759;851759;5;GESTÃO ESTRATÉGICA DA INFORMAÇÃO;55;QUA;15:25:00;18:10:00;CAMPIII203;MARCELO DE SOUSA NOGUEIRA
GADM;GADM1737;831737;3;GESTÃO PÚBLICA;55;TER;12:50:00;15:25:00;D-226;RENATA FARIA DOS SANTOS
GCIV;GCIV8901;780022;9;GESTÃO SANITÁRIA DO AMBIENTE;40;QUI;17:20:00;19:50:00;D-224;ALINE GUIMARAES MONTEIRO TRIGO
GAMB;GEAMB1728;171728;7;HIDRÁULICA;30;SEG;14:35:00;16:15:00;E-403;CLAUDIO WILSON NOBREGA
GAMB;GEAMB1728;171728;7;HIDRÁULICA;30;SEG;14:35:00;16:15:00;E-403;ANNA PAULA BOURDON
GAMB;GEAMB1728;171728;7;HIDRÁULICA;30;TER;14:35:00;16:15:00;B-211;CLAUDIO WILSON NOBREGA
GAMB;GEAMB1728;171728;7;HIDRÁULICA;30;TER;14:35:00;16:15:00;B-211;ANNA PAULA BOURDON
GCIV;GCIV8701;760001;7;HIDRÁULICA E HIDROLOGIA;45;TER;19:50:00;21:30:00;D-222;MICKAELA MIDON DA PAIXAO
GCIV;GCIV8701;760001;7;HIDRÁULICA E HIDROLOGIA;45;QUI;18:10:00;19:50:00;D-222;MICKAELA MIDON DA PAIXAO
GMEC;GMEC5022;190620;0;HIDRÁULICA E PNEUMÁTICA;20;TER;18:10:00;21:30:00;E-401;JONATAS MOTTA QUIRINO
GAMB;GEAMB1620;161620;6;HIDROLOGIA E RECURSOS HÍDRICOS;30;QUA;18:10:00;21:30:00;D-316;JULIO CESAR OLIVEIRA ANTUNES
GLEA;GLEA2082MA;011906;0;HISTÓRIA DA SAÚDE E AS RELAÇÕES INTERNACIONAIS;15;TER;12:50:00;14:30:00;CAMPIII204;LEONARDO DE BEM LIGNANI
BCC;GCC1314;930010;3;HUMANIDADES E CIÊNCIAS SOCIAIS;40;QUI;13:40:00;15:25:00;P1-204;DANILO JUNIOR DE OLIVEIRA
GAMB;GEDA7301;157301;5;HUMANIDADES E CIÊNCIAS SOCIAIS;30;SEX;10:40:00;12:20:00;D-222;HENRIQUE RESTIER DA COSTA SOUZA
GAUT;GEDA7301;651014;2;HUMANIDADES E CIÊNCIAS SOCIAIS;15;QUA;10:40:00;12:20:00;H-105;ANDREZZA MENEZES COSTA
GEL;GEDA7301;212156;2;HUMANIDADES E CIÊNCIAS SOCIAIS;25;QUA;10:40:00;12:20:00;P1-205;ALICE MORAES REGO DE SOUZA
GEL;GEDA7301;212156;2;HUMANIDADES E CIÊNCIAS SOCIAIS;25;QUA;10:40:00;12:20:00;P1-205;MARIA CRISTINA GIORGI
GELT;GEDA7301;312156;2;HUMANIDADES E CIÊNCIAS SOCIAIS;25;QUA;10:40:00;12:20:00;H-105;ANDREZZA MENEZES COSTA
GFIS;GEDA7301;239005;0;HUMANIDADES E CIÊNCIAS SOCIAIS;5;SEX;10:40:00;12:20:00;D-222;HENRIQUE RESTIER DA COSTA SOUZA
GFIS;GEDA7301;239004;0;HUMANIDADES E CIÊNCIAS SOCIAIS;5;QUA;10:40:00;12:20:00;H-105;ANDREZZA MENEZES COSTA
GMEC;GEDA7301;110215;2;HUMANIDADES E CIÊNCIAS SOCIAIS;50;QUI;07:00:00;08:40:00;B-211;NADSON NEI DA SILVA DE SOUZA
GPROD;GEDA7301;410034;2;HUMANIDADES E CIÊNCIAS SOCIAIS;50;QUI;10:40:00;12:20:00;E-209;NADSON NEI DA SILVA DE SOUZA
GTEL;GEDA7301;510157;2;HUMANIDADES E CIÊNCIAS SOCIAIS;15;QUA;10:40:00;12:20:00;P1-205;MARIA CRISTINA GIORGI
GTEL;GEDA7301;510157;2;HUMANIDADES E CIÊNCIAS SOCIAIS;15;QUA;10:40:00;12:20:00;P1-205;ALICE MORAES REGO DE SOUZA
GCIV;GCIV8104;700007;1;HUMANIDADES E CIÊNICAS SOCIAIS;5;QUA;14:35:00;16:15:00;CAMPIII201;NADSON NEI DA SILVA DE SOUZA
GLEA;GLEA1015MA;011815;1;IDENTIDADES CULTURAIS I;5;QUA;08:55:00;10:35:00;D-222;HENRIQUE RESTIER DA COSTA SOUZA
GCIV;GCIV0819;790066;0;IMPACTOS AMBIENTAIS NAS MEGACIDADES;30;SEX;16:30:00;18:10:00;E-303;MARCELO DE JESUS RODRIGUES DA NOBREGA
BCC;GCC1625;960001;6;INFERÊNCIA ESTATÍSTICA;40;TER;14:35:00;16:15:00;P1-204;EDUARDO BEZERRA DA SILVA
BCC;GCC1840;981836;8;INFORMÁTICA E SOCIEDADE;40;TER;14:35:00;16:15:00;P1-205;CELSO AFONSO PINTO
GADM;GCC1837;890001;0;INFORMÁTICA E SOCIEDADE;5;TER;14:35:00;16:15:00;P1-205;CELSO AFONSO PINTO
GAMB;GPRO7824;157008;0;INOVAÇÃO;5;QUA;14:35:00;17:20:00;CAMPIII205;ANA LUIZA LIMA DE SOUZA
GPROD;GPRO7824;407824;0;INOVAÇÃO;15;QUA;14:35:00;17:20:00;CAMPIII205;ANA LUIZA LIMA DE SOUZA
GEL;GELE7071;262492;7;INSTALAÇOES ELETRICAS;50;QUA;18:10:00;19:50:00;D-314;THIAGO AMERICANO DO BRASIL
GCIV;GCIV8704;760005;7;INSTALAÇÕES ELÉTRICAS;45;QUA;17:20:00;19:00:00;D-222;RENATO SCHUMANN
GCIV;GCIV8704;760005;7;INSTALAÇÕES ELÉTRICAS;45;TER;18:10:00;19:50:00;D-216;RENATO SCHUMANN
GEL;GELE7306;272555;8;INSTALAÇÕES ELÉTRICAS INDUSTRIAIS;20;SEG;15:25:00;18:10:00;Pav. VI 01;ARTHUR MASSARI FILHO
GCIV;GCIV8603;750003;6;INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS;45;TER;18:10:00;19:50:00;D-222;MICKAELA MIDON DA PAIXAO
GCIV;GCIV8603;750003;6;INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS;45;QUI;19:50:00;21:30:00;D-324;MICKAELA MIDON DA PAIXAO
GMEC;GMEC7401;170600;8;INSTALAÇÕES INDUSTRIAIS;50;SEX;18:10:00;20:40:00;E-303;BRUNO PERAZZO PEDROSO BARBOSA
GAUT;GELE7365;607365;0;INSTRUMENTAÇÃO BIOMÉDICA;10;TER;17:20:00;19:50:00;PAV5 M7;PEDRO PABLO RIASCOS HENAO
GAUT;GELE7192;600000;9;INSTRUMENTAÇÃO ELETRÔNICA;20;QUI;18:10:00;19:00:00;;THIAGO MONTEIRO TUXI
GAUT;GELE7192;600000;9;INSTRUMENTAÇÃO ELETRÔNICA;20;QUI;19:00:00;20:40:00;;THIAGO MONTEIRO TUXI
GELT;GELE7192;382563;9;INSTRUMENTAÇÃO ELETRÔNICA;15;TER;18:10:00;19:00:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GELT;GELE7192;382563;9;INSTRUMENTAÇÃO ELETRÔNICA;15;TER;19:00:00;20:40:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GCIV;GCIV0840;700840;0;INSTRUMENTAÇÃO TOPOGRÁFICA;20;SEG;18:10:00;19:50:00;D-210;CARLOS ALEXANDRE DE SOUZA E SILVA
BCC;GCC1734;991734;7;INTELIGÊNCIA ARTIFICIAL;40;TER;16:30:00;18:10:00;P1-103;EDUARDO BEZERRA DA SILVA
BCC;GCC1734;991734;7;INTELIGÊNCIA ARTIFICIAL;40;SEX;14:35:00;16:15:00;P1-205;EDUARDO BEZERRA DA SILVA
GAUT;GELE7377;658006;0;INTELIGÊNCIA ARTIFICIAL E APRENDIZADO DE MÁQUINAS;15;QUA;17:20:00;19:50:00;E-201;PEDRO PABLO RIASCOS HENAO
BCC;GCC1626;960002;6;INTELIGÊNCIA COMPUTACIONAL;40;QUI;13:40:00;17:20:00;P1-101;LAERCIO BRITO GONCALVES
BCC;GCC1628;960003;6;INTERAÇÃO HUMANO-COMPUTADOR;40;SEG;18:10:00;21:30:00;P1-103;FABIO PASCHOAL JUNIOR
GCIV;GEDA7802;707802;0;INTERCÂMBIO ESTUDANTIL;30;;;;;
BCC;GCC1101;910003;1;INTRODUÇÃO À ADMINISTRAÇÃO;10;SEX;12:50:00;14:30:00;D-224;FERNANDO RAMOS CORREA
BCC;GCC1101;910003;1;INTRODUÇÃO À ADMINISTRAÇÃO;10;SEX;12:50:00;14:30:00;D-224;LUCIANO OLIVEIRA CARINO
GPROD;GPRO1011MA;417826;1;INTRODUÇÃO À ADMINISTRAÇÃO;10;SEG;09:45:00;12:20:00;E-209;AUGUSTO DA CUNHA REIS
GAMB;GEAMB1414;147101;4;INTRODUÇÃO A ECONOMIA;20;SEX;12:50:00;14:30:00;E-403;LICIA LAURA CRAVEIRO DE SOUZA QUEIROZ
GPROD;GPRO7802;410022;2;INTRODUÇÃO A ECONOMIA;50;QUA;09:45:00;12:20:00;CAMPIII203;LICIA LAURA CRAVEIRO DE SOUZA QUEIROZ
GADM;GADM1013MA;811713;1;INTRODUÇÃO À ECONOMIA;5;SEG;07:00:00;09:45:00;H-105;MARCELO SAMPAIO DIAS MACIEL
GAUT;GEDA7800;650003;1;INTRODUÇÃO A ENGENHARIA;5;QUA;14:35:00;16:15:00;E-201;FERNANDO AGUSTIN PAZOS
GEL;GEDA7800;201028;1;INTRODUÇÃO A ENGENHARIA;5;TER;09:45:00;11:30:00;106;MAMOUR SOP NDIAYE
GELT;GEDA7800;301028;1;INTRODUÇÃO A ENGENHARIA;5;TER;10:40:00;12:20:00;E 214;ANDRE LUIS COSTA CANELLA
GMEC;GEDA7800;101083;1;INTRODUÇÃO A ENGENHARIA;9;SEG;10:40:00;12:20:00;D-224;LAIS AMARAL ALVES
GCIV;GCIV8101;700003;1;INTRODUÇÃO À ENGENHARIA;5;TER;18:10:00;19:50:00;D-324;LUIZ AFONSO PENHA DE SOUSA
GAMB;GEAMB1104;162006;1;INTRODUÇÃO A ENGENHARIA AMBIENTAL;10;QUA;12:50:00;14:30:00;B-211;ANDRE LEONE RIGUETTI
GPROD;GPRO1012MA;417860;1;INTRODUÇÃO À ENGENHARIA DE PRODUÇÃO;10;QUA;10:40:00;12:20:00;H-104;PEDRO SENNA VIEIRA
GTEL;GTEL1011MA;501025;1;INTRODUÇÃO À ENGENHARIA DE TELECOMUNICAÇÕES I;5;QUA;14:35:00;16:15:00;E-307;RENATA BRAZ FALCAO DA COSTA
GEL;GELE1011MA;201029;1;INTRODUÇÃO À ENGENHARIA ELÉTRICA;5;TER;09:45:00;11:30:00;106;MAMOUR SOP NDIAYE
GFIS;GFIS1012MA;217305;1;INTRODUÇÃO À FÍSICA;20;QUA;08:55:00;10:35:00;E-405;ALVARO LUIS MARTINS DE ALMEIDA NOGUEIRA
GADM;GADM1011MA;811711;1;INTRODUÇÃO À GESTÃO;5;SEX;08:55:00;12:20:00;H-105;ALEXANDRE ALI GUIMARAES
GLEA;GLEA1019MA;011711;1;INTRODUÇÃO À GESTÃO;5;QUA;10:40:00;12:20:00;D-322;YANA TORRES DE MAGALHAES
GLEA;GLEA1019MA;011711;1;INTRODUÇÃO À GESTÃO;5;SEX;10:40:00;12:20:00;B-211;YANA TORRES DE MAGALHAES
GLEA;GLEA2047MA;011054;0;INTRODUÇÃO À LÍNGUA E CULTURA ITALIANAS;15;SEG;12:50:00;14:30:00;CAMPIII204;MARIA CRISTINA GIORGI
GAUT;GMEC7611;600005;5;INTRODUÇÃO À TERMODINÂMICA;15;SEG;15:25:00;18:10:00;D-222;BRUNO PERAZZO PEDROSO BARBOSA
GLEA;GLEA1038MA;011830;3;INTRODUÇÃO AO MARKETING;40;SEX;07:00:00;09:45:00;I-104;YANA TORRES DE MAGALHAES
GLEA;GLEA1037MA;011837;3;INTRODUÇÃO AO TURISMO E À HOSPITALIDADE;40;QUI;10:40:00;12:20:00;CAMPIII205;FELIPE GONCALVES FELIX
GLEA;GLEA1018MA;011818;1;INTRODUÇÃO ÀS RELAÇÕES INTERNACIONAIS;5;SEG;07:00:00;09:45:00;I-104;TAMIRES MARIA ALVES
GADM;GADM1774;871774;7;JOGOS DE NEGÓCIOS;55;QUI;19:50:00;22:20:00;E-313;PAULO HENRIQUE PINHO DE OLIVEIRA
GAMB;GEAMB1940;ESPECIAL1;9;LEGISLAÇÃO E DIREITO AMBIENTAL;1;QUI;18:10:00;21:30:00;;RODRIGO DA SILVA MACHADO
GAMB;GEAMB1940;190002;9;LEGISLAÇÃO E DIREITO AMBIENTAL;30;TER;18:10:00;21:30:00;E-303;RODRIGO DA SILVA MACHADO
BCC;GCC1836;981836;8;LEGISLAÇÃO EM INFORMÁTICA;40;QUA;14:35:00;16:15:00;H-105;ANDREZZA MENEZES COSTA
GADM;GCC1836;890006;0;LEGISLAÇÃO EM INFORMÁTICA;5;QUA;14:35:00;16:15:00;H-105;ANDREZZA MENEZES COSTA
GCIV;GCIV0817;790008;0;LICENCIAMENTO AMBIENTAL;20;SEX;18:10:00;19:50:00;D-216;MARCELO DE JESUS RODRIGUES DA NOBREGA
GLEA;GLEA1011MA;011811-A;1;LÍNGUA ESPANHOLA I;0;SEG;10:40:00;12:20:00;CAMPIII204;ALICE MORAES REGO DE SOUZA
GLEA;GLEA1011MA;011811-A;1;LÍNGUA ESPANHOLA I;0;QUA;07:00:00;08:40:00;CAMPIII205;ALICE MORAES REGO DE SOUZA
GLEA;GLEA1011MA;011811-B;1;LÍNGUA ESPANHOLA I;0;SEG;10:40:00;12:20:00;I-105;MARIA CRISTINA GIORGI
GLEA;GLEA1011MA;011811-B;1;LÍNGUA ESPANHOLA I;0;QUA;07:00:00;08:40:00;I-105;MARIA CRISTINA GIORGI
GLEA;GLEA1031MA;011831;3;LÍNGUA ESPANHOLA III;40;SEG;07:00:00;08:40:00;CAMPIII203;ADRIANA MARIA RAMOS OLIVEIRA
GLEA;GLEA1031MA;011831;3;LÍNGUA ESPANHOLA III;40;QUA;07:00:00;08:40:00;E-403;ADRIANA MARIA RAMOS OLIVEIRA
GLEA;GLEA1851;011851;5;LÍNGUA ESPANHOLA V;40;SEG;09:45:00;12:20:00;B-211;ADRIANA MARIA RAMOS OLIVEIRA
GLEA;GLEA1861;011817;6;LÍNGUA ESPANHOLA VI;40;QUA;08:55:00;10:35:00;CAMPIII206;ALICE MORAES REGO DE SOUZA
GLEA;GLEA1871;011871;7;LÍNGUA ESPANHOLA VII: TRADUÇÃO X VERSÃO;40;QUA;08:55:00;10:35:00;C-211;ADRIANA MARIA RAMOS OLIVEIRA
GLEA;GLEA1013MA;011813A;1;LÍNGUA FRANCESA I;2;TER;08:55:00;10:35:00;B-211;GILEADE PEREIRA DE GODOI
GLEA;GLEA1013MA;011813A;1;LÍNGUA FRANCESA I;2;QUI;08:55:00;10:35:00;B-211;GILEADE PEREIRA DE GODOI
GLEA;GLEA1013MA;011813B;1;LÍNGUA FRANCESA I;3;TER;08:55:00;10:35:00;I-105;ANDREA REIS DA COSTA
GLEA;GLEA1013MA;011813B;1;LÍNGUA FRANCESA I;3;QUI;08:55:00;10:35:00;I-105;ANDREA REIS DA COSTA
GLEA;GLEA1033MA;011833;3;LÍNGUA FRANCESA III;40;TER;07:00:00;08:40:00;D-222;ANDREA REIS DA COSTA
GLEA;GLEA1033MA;011833;3;LÍNGUA FRANCESA III;40;QUI;07:00:00;08:40:00;I-104;ANDREA REIS DA COSTA
GLEA;GLEA1853;011853;5;LÍNGUA FRANCESA V;40;QUA;07:00:00;09:45:00;E-409;ANDREA REIS DA COSTA
GLEA;GLEA1863;011900;6;LÍNGUA FRANCESA VI;40;QUA;10:40:00;12:20:00;;ANDREA REIS DA COSTA
GLEA;GLEA1873;011873;7;LÍNGUA FRANCESA VII: TRADUÇÃO X VERSÃO;40;QUI;07:00:00;08:40:00;C-211;GILEADE PEREIRA DE GODOI
GLEA;GLEA1012MA;011812 B;1;LÍNGUA INGLESA I;2;TER;07:00:00;08:40:00;I-105;ALESSANDRA CRISTINA BITTENCOURT ALCANTARA
GLEA;GLEA1012MA;011812 B;1;LÍNGUA INGLESA I;2;QUI;07:00:00;08:40:00;I-105;ALESSANDRA CRISTINA BITTENCOURT ALCANTARA
GLEA;GLEA1012MA;011812 A;1;LÍNGUA INGLESA I;3;TER;07:00:00;08:40:00;C-211;RENATA DE SOUZA GOMES
GLEA;GLEA1012MA;011812 A;1;LÍNGUA INGLESA I;3;QUI;07:00:00;08:40:00;I-106;RENATA DE SOUZA GOMES
GLEA;GLEA1032MA;011832;3;LÍNGUA INGLESA III;40;TER;08:55:00;10:35:00;E-305;ALESSANDRA CRISTINA BITTENCOURT ALCANTARA
GLEA;GLEA1032MA;011832;3;LÍNGUA INGLESA III;40;QUI;08:55:00;10:35:00;I-104;ALESSANDRA CRISTINA BITTENCOURT ALCANTARA
GLEA;GLEA1852;011852;5;LÍNGUA INGLESA V;40;QUI;09:45:00;12:20:00;CAMPIII201;RENATA DE SOUZA GOMES
GLEA;GLEA1862;011901;6;LÍNGUA INGLESA VI;40;TER;10:40:00;12:20:00;;RENATA DE SOUZA GOMES
GLEA;GLEA1872;011872;7;LÍNGUA INGLESA VII: TRADUÇÃO X VERSÃO;40;TER;08:55:00;10:35:00;C-211;RENATA DE SOUZA GOMES
GLEA;GLEA1016MA;011816;1;LINGUAGEM E SOCIEDADE;5;QUI;10:40:00;12:20:00;B-211;LEANDRO DA SILVA GOMES CRISTOVAO
GELT;GELE7361;397294;0;LINGUAGEM E TÉCNICAS DE PROGRAMAÇÃO PARA ENGENHARIA;8;TER;16:30:00;19:00:00;E-306;ANA FLAVIA PEIXOTO DE CAMARGOS
GELT;GELE7361;397294;0;LINGUAGEM E TÉCNICAS DE PROGRAMAÇÃO PARA ENGENHARIA;8;QUI;11:30:00;12:20:00;E-210;ANA FLAVIA PEIXOTO DE CAMARGOS
GPROD;GPRO1013MA;410010;1;LINGUAGENS DE PROGRAMAÇÃO PARA EP;50;SEG;07:50:00;09:45:00;E-313;IGOR LEAO DOS SANTOS MONTES
GPROD;GPRO1013MA;410010;1;LINGUAGENS DE PROGRAMAÇÃO PARA EP;50;TER;09:45:00;11:30:00;E-313;IGOR LEAO DOS SANTOS MONTES
GADM;GADM1734;831734;3;LÓGICA;50;QUA;16:30:00;18:10:00;E-403;LUCIANO OLIVEIRA CARINO
GADM;GADM1734;831734;3;LÓGICA;50;QUA;16:30:00;18:10:00;E-403;LUIZ ROGERIO CORDEIRO DE OLIVEIRA
BCC;GCC1104;911104;1;LÓGICA MATEMÁTICA;10;QUA;18:10:00;21:30:00;H-101;RENATHA OLIVA CAPUA
GFIS;GCC1104;220009;0;LÓGICA MATEMÁTICA;3;QUA;18:10:00;21:30:00;H-101;DIEGO NUNES BRANDAO
